,Unnamed: 0,address,postcode,Huurprijs,Waarborgsom,Huurovereenkomst,Aangeboden sinds,Status,Aanvaarding,Soort appartement,Soort bouw,Bouwjaar,Specifiek,Gebruiksoppervlakten,Wonen,Gebouwgebonden buitenruimte,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Voorlopig energielabel,Isolatie,Verwarming,Warm water,Ligging,Balkon/dakterras,Soort parkeergelegenheid,url,Soort dak,Overige inpandige ruimte,Soort garage,Soort woonhuis,Perceel,Energielabel,Cv-ketel,Tuin,Achtertuin,Ligging tuin,Bouwperiode,Externe bergruimte,Schuur/berging,Inschrijving KvK,Jaarlijkse vergadering,Periodieke bijdrage,Reservefonds aanwezig,Onderhoudsplan,Opstalverzekering,Zonneterras,Oorspronkelijke huurprijs,Capaciteit,Keurmerken,Oppervlakte,rental_price,service_costs,rooms,bedrooms,Energierating
79,79,Twellosebeeklaan 149,3521 DR,€ 1.175 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,53,6 m²,137 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,A,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989610-twellosebeeklaan-149/,,,Parkeerplaats,,,A,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.175,,2 kamers ,1 slaapkamer,
80,80,Marshalllaan 311,3527 TH,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,7 weken,Beschikbaar,Beschikbaar per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88293463-marshalllaan-311/,,,,,,G,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",,,,1.450,"45,00",3 kamers ,2 slaapkamers,"3,33"
81,81,Monnetlaan 83 A,3527 GN,"€ 1.350 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.395 eenmalig,Onbepaalde tijd,4 weken,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,57,,148 m³,3 kamers (2 slaapkamers),,,1 woonlaag,,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88320624-monnetlaan-83-a/,,,,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.350,"45,00",3 kamers ,2 slaapkamers,
82,82,Twellosebeeklaan 117,3521 DR,€ 965 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,50,9 m²,130 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,A,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989615-twellosebeeklaan-117/,,,,,,A,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,965,,2 kamers ,1 slaapkamer,
83,83,Twellosebeeklaan 115,3521 DR,€ 1.040 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,47,10 m²,122 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,A,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989620-twellosebeeklaan-115/,,,Parkeerplaats,,,A,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.040,,2 kamers ,1 slaapkamer,
84,84,Van Sijpesteijnkade 17 B,3521 AH,€ 1.450 per maand (geen servicekosten),Geen,Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,Galerijflat,Nieuwbouw,2022,,,55,,143 m³,2 kamers (1 slaapkamer),1 badkamer,,14 woonlagen,4e woonlaag,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42886785-van-sijpesteijnkade-17-b/,,,,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.450,,2 kamers ,1 slaapkamer,
85,85,Hickorylaan 108,3545 CT,"€ 1.264 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,40 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813337-hickorylaan-108/,Plat dak bedekt met bitumineuze dakbedekking,4 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.264,"65,00",3 kamers ,2 slaapkamers,
86,86,Abstederdijk 133,3582 BE,€ 1.600 per maand (geen servicekosten),€ 1.600 eenmalig,Onbepaalde tijd,2 weken,Onder optie,In overleg,,Bestaande bouw,Voor 1906,,,87,,260 m³,4 kamers (2 slaapkamers),2 badkamers,Douche en 2 toiletten,2 woonlagen en een zolder,,,F,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,Aan rustige weg en in woonwijk,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/huis-42973121-abstederdijk-133/,Zadeldak,,,"Eengezinswoning, hoekwoning",89 m²,F,"Combiketel, eigendom",Achtertuin,45 m² (9 meter diep en 5 meter breed),,,5 m²,Aangebouwde houten berging,,,,,,,,,,,,1.600,,4 kamers ,2 slaapkamers,
87,87,Hickorylaan 302,3545 CT,"€ 1.169 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,82,6 m²,213 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814578-hickorylaan-302/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.169,"65,00",3 kamers ,2 slaapkamers,
88,88,Hickorylaan 258,3545 CT,"€ 1.329 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,,,108,4 m²,281 m³,4 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814467-hickorylaan-258/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.329,"65,00",4 kamers ,2 slaapkamers,
89,89,Van Sijpesteijnkade 17 G,3521 AH,€ 950 per maand (geen servicekosten),Geen,Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,Galerijflat,Nieuwbouw,2022,,,43,,112 m³,2 kamers (1 slaapkamer),1 badkamer,,14 woonlagen,4e woonlaag,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42886549-van-sijpesteijnkade-17-g/,,,,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,950,,2 kamers ,1 slaapkamer,
90,90,Hickorylaan 78,3545 CT,"€ 1.329 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,,,108,4 m²,281 m³,4 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814667-hickorylaan-78/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.329,"65,00",4 kamers ,2 slaapkamers,
91,91,Twellosebeeklaan 111,3521 DR,€ 1.500 per maand (geen servicekosten),Geen,Onbepaalde tijd,7 weken,Beschikbaar,Per direct beschikbaar,Galerijflat (appartement),Nieuwbouw,2021,,,81,,230 m³,3 kamers (2 slaapkamers),,,5 woonlagen,1e woonlaag,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42837940-twellosebeeklaan-111/,,,Parkeerkelder,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,€ 1.250 per maand (geen servicekosten),,,,1.500,,3 kamers ,2 slaapkamers,
92,92,Hickorylaan 340,3545 CT,"€ 1.111 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,78,7 m²,202 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813334-hickorylaan-340/,Plat dak bedekt met bitumineuze dakbedekking,2 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.111,"65,00",3 kamers ,2 slaapkamers,
93,93,Hickorylaan 324,3545 CT,"€ 1.254 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,11 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813356-hickorylaan-324/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.254,"65,00",3 kamers ,2 slaapkamers,
94,94,Hickorylaan 100,3545 CT,"€ 1.184 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,83,10 m²,215 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814464-hickorylaan-100/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.184,"65,00",3 kamers ,2 slaapkamers,
95,95,Hickorylaan 120,3545 CT,"€ 1.274 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,11 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813354-hickorylaan-120/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.274,"65,00",3 kamers ,2 slaapkamers,
96,96,Hickorylaan 124,3545 CT,"€ 1.050 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,73,7 m²,189 m³,3 kamers (2 slaapkamers),,,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814457-hickorylaan-124/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.050,"65,00",3 kamers ,2 slaapkamers,
97,97,Hickorylaan 300,3545 CT,"€ 1.111 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,78,7 m²,202 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813339-hickorylaan-300/,Plat dak bedekt met bitumineuze dakbedekking,2 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.111,"65,00",3 kamers ,2 slaapkamers,
98,98,Hickorylaan 268,3545 CT,"€ 1.322 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,104,35 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813344-hickorylaan-268/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.322,"65,00",3 kamers ,2 slaapkamers,
99,99,Hickorylaan 418,3545 CT,"€ 1.105 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,73,7 m²,189 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814458-hickorylaan-418/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.105,"65,00",3 kamers ,2 slaapkamers,
100,100,Hickorylaan 346,3545 CT,"€ 1.302 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,104,10 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813353-hickorylaan-346/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.302,"65,00",3 kamers ,2 slaapkamers,
101,101,Hickorylaan 364,3545 CT,"€ 1.254 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,11 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813357-hickorylaan-364/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.254,"65,00",3 kamers ,2 slaapkamers,
102,102,Hickorylaan 188,3545 CT,"€ 1.264 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,17 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,4e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813342-hickorylaan-188/,Plat dak bedekt met bitumineuze dakbedekking,4 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.264,"65,00",3 kamers ,2 slaapkamers,
103,103,Hickorylaan 140,3545 CT,"€ 1.184 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,83,8 m²,215 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813351-hickorylaan-140/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.184,"65,00",3 kamers ,2 slaapkamers,
104,104,Hickorylaan 180,3545 CT,"€ 1.204 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,83,8 m²,215 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,4e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814466-hickorylaan-180/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.204,"65,00",3 kamers ,2 slaapkamers,
105,105,Hickorylaan 70,3545 CT,"€ 1.541 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,,,135,6 m²,351 m³,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,1e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813359-hickorylaan-70/,Plat dak bedekt met bitumineuze dakbedekking,4 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.541,"65,00",4 kamers ,2 slaapkamers,
106,106,Hickorylaan 76,3545 CT,"€ 1.329 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,,,108,4 m²,281 m³,4 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814468-hickorylaan-76/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.329,"65,00",4 kamers ,2 slaapkamers,
107,107,Hickorylaan 148,3545 CT,"€ 1.229 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,98,17 m²,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813320-hickorylaan-148/,Plat dak bedekt met bitumineuze dakbedekking,4 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.229,"65,00",3 kamers ,2 slaapkamers,
108,108,Hickorylaan 154,3545 CT,"€ 1.085 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,73,7 m²,189 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814459-hickorylaan-154/,Plat dak bedekt met bitumineuze dakbedekking,5 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.085,"65,00",3 kamers ,2 slaapkamers,
109,109,Hickorylaan 262,3545 CT,"€ 1.111 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,78,7 m²,202 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,Balkon aanwezig,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814463-hickorylaan-262/,Plat dak bedekt met bitumineuze dakbedekking,2 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.111,"65,00",3 kamers ,2 slaapkamers,
110,110,Pablo Picassostraat,3544 NX,€ 1.295 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,3 weken,Beschikbaar,In overleg,Portiekflat,Nieuwbouw,2022,,,88,,228 m³,3 kamers (2 slaapkamers),,,6 woonlagen,6e woonlaag,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42964767-pablo-picassostraat/,,,Parkeerplaats,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.295,,3 kamers ,2 slaapkamers,
111,111,Hickorylaan 266,3545 CT,"€ 1.169 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,82,6 m²,213 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814562-hickorylaan-266/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.169,"65,00",3 kamers ,2 slaapkamers,
112,112,Hickorylaan 264,3545 CT,"€ 1.169 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,82,6 m²,213 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814576-hickorylaan-264/,Plat dak bedekt met bitumineuze dakbedekking,3 m²,Parkeerkelder en parkeerplaats,,,A,,Zonneterras,,,,,,,,,,,,,,,,,1.169,"65,00",3 kamers ,2 slaapkamers,
